id;direccion;latitud;longitud;nombre
1022; ;-33003996100;-60665173500;Arij\xc3\xb3n y Oro\xc3\xb1o (Rosario) (Santa Fe - ARG)
1023; ;-32991855400;-60665602700;Uriburu y Oro\xc3\xb1o (Rosario) (Santa Fe - ARG)
1024; ;-32976385100;-60661643700;Segui y Oro\xc3\xb1o (Rosario) (Santa Fe - ARG)
1027; ;-38209768061;-57701812295;Chapadmalal - Capilla (Buenos Aires - ARG)
1028; ;-34664611000;-58729619000;Merlo - Terminal Av. Rivadavia y Libert (Buenos Aires - ARG)
1029;Turismo+Cuello ;-34665889244;-58699334859;Padua - Av. Rivadavia 23876 (Buenos Aires - ARG)
1031; ; ;;Haedo - Av. Rivadavia 15980 (Buenos Aires - ARG)
1032; ;-34640131900;-58561113300;Ramos Mejia (Av Rivadavia 13762) (Buenos Aires - ARG)
1033; ;-34806691000;-58441526000;Luis Guillon (Boulevard Bs As 1925) (Buenos Aires - ARG)
1038; ;-36384504900;-56728017900;San Clemente de Tuyu (Buenos Aires - ARG)
1039; ;-36488368000;-56704087300;Las Toninas (Buenos Aires - ARG)
1040; ;-36535803700;-56713711000;Santa Teresita (Buenos Aires - ARG)
1041; ;-36582710600;-56699838600;Mar del Tuyu (Buenos Aires - ARG)
1042; ;-36659954000;-56684718000;La Lucila del Mar (Buenos Aires - ARG)
1044; ;-36686742500;-56688401000;San Bernardo (Buenos Aires - ARG)
1045; ;-36733278200;-56694831000;Mar de Ajo - Terminal (Buenos Aires - ARG)
1047; ;-32965016900;-60658505600;Oro\xc3\xb1o y 27 de Febrero (Rosario) (Santa Fe - ARG)
1048; ;-34585109200;-58749019500;Cruce Castelar - Av. Libertador 7459 (Buenos Aires - ARG)
1053; ; ;;Castelar - Mitre y Rivadavia (Buenos Aires - ARG)
1058; ;-34859653700;-58389968300;Longchamps - Hipolito Yrigoyen 18274 (Buenos Aires - ARG)
1059; ;-30755293100;-58018932900;Chajari - El Parador (Entre Rios - ARG)
1069; ;-34518094200;-58749631700;Jose C. Paz - Ruta 197 Esquina Compostela (Buenos Aires - ARG)
1070; ; ;;Lomas de Zamora - Boedo 475 (Buenos Aires - ARG)
1094; ; ;;Merlo (San Luis - ARG)
1098; ; ;;Los Hornillos - Acceso (Cordoba - ARG)
1099; ; ;;Las Rabonas (Cordoba - ARG)
1100; ; ;;Nono (Cordoba - ARG)
1103; ; ;;Cura Brochero (Cordoba - ARG)
1105; ;-34460358300;-58528817900;Beccar - Av. Centenario 2002 (Buenos Aires - ARG)
1106; ;-34474233800;-58513122400;San Isidro - Av. Marquez y Av. Centenario (Buenos Aires - ARG)
1107; ; ;;Tren de la Costa (Buenos Aires - ARG)
1110; ;-34551404900;-58553674200;Villa Ballester - Pueyrredon e Independencia (Buenos Aires - ARG)
1112; ;-34602234300;-58561876400;Caseros - San Martin 2187 (Buenos Aires - ARG)
1114; ;-34530834400;-58525081900;Munro - Av. Velez Sarfield 4751 (Buenos Aires - ARG)
1123; ;-34487728100;-58503184000;Martinez - Av. Santa Fe al 1800 (Buenos Aires - ARG)
1124; ; ;;Caviahue (Neuquen - ARG)
1125; ; ;;Copahue (Neuquen - ARG)
1126; ; ;;Loncopue (Neuquen - ARG)
1156; ; ;;Currumil (Neuquen - ARG)
1157; ; ;;Quillen (Neuquen - ARG)
1158; ; ;;Lago Quillen (Neuquen - ARG)
1169; ;-34675971800;-58564239400;San Justo - Av. Pte Arturo Ilia 2582 (Buenos Aires - ARG)
1188; ; ;;La Matanza (Buenos Aires - ARG)
1197; ; ;;Saenz Penia * CLOR - cometa (Formosa - ARG)
1199; ; ;;Villa del Dique (Cordoba - ARG)
1200; ; ;;Ribeirao Bonito - BR
1206; ;-34749705000;-58586049000;Laferrere (E. del Campo 6300 - AXION) - Provisoria (Buenos Aires - ARG)
1209; ;-39114778400;-66945598100;Chichinales - Agencia (Rio Negro - ARG)
1223; ; ;;La Quiaca (Jujuy - ARG)
1227; ; ;;Tres Cruces (Jujuy - ARG)
1228; ; ;;Humahuaca - Terminal (Jujuy - ARG)
1229; ; ;;Tilcara (Jujuy - ARG)
1230; ; ;;Maimara - Terminal (Jujuy - ARG)
1231; ; ;;Purmarmarca - Cruce (Jujuy - ARG)
1232; ; ;;Tumbaya (Jujuy - ARG)
1233; ; ;;Volcan - Ruta (Jujuy - ARG)
1234; ; ;;Barcena (Jujuy - ARG)
1235; ; ;;Leon Terminal (Jujuy - ARG)
1236; ; ;;Lozano - Terminal (Jujuy - ARG)
1237; ; ;;Yala - Terminal (Jujuy - ARG)
1240; ; ;;Turdera - Agencia Echarren H Yrigoyen1123 (Buenos Aires - ARG)
1248; ; ;;Ciudad del Este (Extranjero - PRY)
1249;Av.+Perito+Moreno+3950%2C+CABA ;-34650022229;-58463578448;Dellepiane - Terminal (Capital Federal - ARG) (Buenos Aires - ARG)
1266; ; ;;Quila Quina - Acceso (Neuquen - ARG)
1267; ;-40153949300;-71337919200;Cerro Chapelco - Acceso (Neuquen - ARG)
1268; ; ;;Wanda - Acceso (Misiones - ARG)
1272; ; ;;San Agustin (Cordoba - ARG)
1273; ;-36236525200;-61122087300;Bolivar - Terminal (Buenos Aires - ARG)
1274; ;-37320913900;-59118724100;Tandil - Terminal (Buenos Aires - ARG)
1275; ;-37832960200;-58236639800;Balcarce - Terminal (Buenos Aires - ARG)
1276; ; ;;San Geronimo (Santa Fe - ARG)
1277; ; ;;Encon (San Juan - ARG)
1278; ; ;;Araditos (San Luis - ARG)
1283; ; ;;T. de Rio Hondo (SJMDP) (Santiago del Estero - ARG)
1284; ; ;;Santa Rosa de Calamuchita (Cordoba - ARG)
1285; ; ;;Embalse (Cordoba - ARG)
1286; ; ;;Elena (Corrientes - ARG)
1287; ; ;;Arias (Entre Rios - ARG)
1288; ;-34592010000;-58560652000;Tropezon - San Martin 1119 (Buenos Aires - ARG)
1291; ;-29789250400;-58087460700;Curuzu Cuatia - Cruce OIL (Corrientes - ARG)
1295; ; ;;San Cristobal - Terminal (Santa Fe - ARG)
1296; ; ;;Capiavara (Santa Fe - ARG)
1297; ; ;;Constanza (Santa Fe - ARG)
1298; ; ;;Virginia (Santa Fe - ARG)
1299; ; ;;Humberto 1ero (Santa Fe - ARG)
1300; ; ;;Ataliva (Buenos Aires - ARG)
1302; ; ;;Nuevo Torino (Santa Fe - ARG)
1303; ; ;;Humboldt (Santa Fe - ARG)
1304; ; ;;Franck (Santa Fe - ARG)
1305; ; ;;Cruce Ruta 6 y 19 (Santa Fe - ARG)
1306; ; ;;Rawson Ter (Chubut - ARG)
1307; ; ;;Chilecito (La Rioja - ARG)
1308; ; ;;Capilla del Monte (Cordoba - ARG)
1309; ; ;;La Cumbre (Cordoba - ARG)
1310; ; ;;Villa Giardino (Cordoba - ARG)
1311; ; ;;Pampa (San Juan - ARG)
1312; ; ;;Qurquincho (Mendoza - ARG)
1313; ; ;;Alto Verde (Mendoza - ARG)
1314; ; ;;Tres Esquinas (Mendoza - ARG)
1315; ; ;;Colonia Fiscal (San Juan - ARG)
1316; ; ;;Carpinteria (San Juan - ARG)
1317; ; ;;Pocito (San Juan - ARG)
1318; ;-34500048500;-58713807800;Pablo Nogues - Avda Sesquicentenario 1701 (ex 197) (Buenos Aires - ARG)
1319; ;-36774463500;-59090430600;Rauch - Terminal (Buenos Aires - ARG)
1320; ; ;;Loberia (Buenos Aires - ARG)
1321; ;-35032351000;-63012062000;General Villegas (Buenos Aires - ARG)
1322;Monse%C3%B1or+Bufano+3457 ;-34685105339;-58561614000;San Justo - Rotonda Brubus (M Bufano 3457) (Buenos Aires - ARG)
1323;Ca%C3%A1+Guaz%C3%BA+565%2C+Curuz%C3%BA+Cuati%C3%A1%2C+Corrientes ;-29789409641;58051255198;Curuzu Cuatia - Terminal (Corrientes - ARG)
1324; ; ;;Urdampilleta (Buenos Aires - ARG)
1325; ; ;;Daireaux (Buenos Aires - ARG)
1326; ; ;;Bonifacio (Buenos Aires - ARG)
1327; ; ;;Guamini (Buenos Aires - ARG)
1328; ; ;;Carhue (Buenos Aires - ARG)
1329; ; ;;Rivera (Buenos Aires - ARG)
1330; ; ;;Salto (Buenos Aires - ARG)
1331; ; ;;San Andres de Giles (Buenos Aires - ARG)
1332; ; ;;Magdalena (Buenos Aires - ARG)
1333;Colectora+Panamericana+y+Av.+Belgrano+ ;-34417070500;-58724746500;Garin (Buenos Aires - ARG)
1334; ;-34502528000;-58495320500;Olivos - Av. Maipu 3604 - YPF (Buenos Aires - ARG)
1335; ; ;;Puente Saavedra (Capital Federal - ARG)
1336; ; ;;Rafael Castillo (Buenos Aires - ARG)
1337; ; ;;Glew - Agencia Sergito (Buenos Aires - ARG)
1338; ; ;;Guernica (Buenos Aires - DEU)
1339; ; ;;Alejandro Korn (Buenos Aires - ARG)
1340; ;-41145627000;-71161294000;Bariloche - Aeropuerto (Rio Negro - ARG)
1341; ;-42062081900;-71598194600;Lago Puelo (Chubut - ARG)
1342; ; ;;Parque Central (Rio Negro - ARG)
1343; ; ;;General Pico (La Pampa - ARG)
1344; ; ;;Camboriu - BR
1345; ; ;;Arroyito (Cordoba - ARG)
1346; ; ;;Devoto (Corrientes - ARG)
1347; ; ;;San Francisco (Cordoba - ARG)
1348; ; ;;Uruguaiana
1349; ; ;;Sao Gabriel - BR
1350; ; ;;Pantano Grande - BR
1351; ; ;;Porto Alegre
1352; ; ;;Sombrio - BR
1353; ; ;;Loja Ferju - BR
1354; ; ;;Florianopolis - BR
1355; ; ;;Itapema - BR
1356; ; ;;Lago Ruca Choroi (Neuquen - ARG)
1357; ; ;;Dion\xc3\xadsio Cerqueira (BR)
1358; ; ;;Sao Miguel do Oeste (BR)
1359; ; ;;Maravilha (BR)
1360; ; ;;Chapeco (BR)
1361; ; ;;Xanxere (BR)
1362; ; ;;Joacaba (BR)
1363; ; ;;Campos Novos (BR)
1364; ; ;;Curitibanos (BR)
1365; ; ;;Rio do Sul (BR)
1366; ; ;;Blumenau (BR)
1367; ; ;;Itajai (BR)
1370; ;-37161055600;-58487185500;Ayacucho - Terminal (Buenos Aires - ARG)
1371; ;-35761051000;-58495154000;General Belgrano - Terminal (Buenos Aires - ARG)
1372; ; ;;San Manuel - Acceso (Buenos Aires - ARG)
1373; ; ;;Loma Verde - Acceso (Buenos Aires - ARG)
1374; ; ;;Gobernador Udaondo (Buenos Aires - ARG)
1375; ; ;;Cruce Gorchs (Buenos Aires - ARG)
1376; ;-36562812400;-59063451500;Cruce Miranda (Buenos Aires - ARG)
1377; ; ;;Ega\xc3\xb1a - Acceso (Buenos Aires - ARG)
1378; ; ;;De La Canal - Acceso (Buenos Aires - ARG)
1379; ; ;;Cruce Napaleoufu (Buenos Aires - ARG)
1380; ; ;;La Magdalena (Buenos Aires - ARG)
1381; ; ;;Dos Naciones (Buenos Aires - ARG)
1382; ; ;;Estancia Pieres (Buenos Aires - ARG)
1383; ; ;;Jepenner (Buenos Aires - ARG)
1384; ;-36025922700;-58624207400;Iba\xc3\xb1ez (Buenos Aires - ARG)
1385; ; ;;Real Audiencia (Buenos Aires - ARG)
1386; ; ;;Casalins - Acceso (Buenos Aires - ARG)
1387; ; ;;Udaquiola - Acceso (Buenos Aires - ARG)
1388; ; ;;Langueyu - Acceso (Buenos Aires - ARG)
1389; ; ;;Solanet - Acceso (Buenos Aires - ARG)
1390; ;-37312188200;-58739182200;Las Chilcas (Buenos Aires - ARG)
1391; ;-37499995000;-59374431000;Cruce de Vela (Buenos Aires - ARG)
1392; ; ;;Cruce de Barker (Buenos Aires - ARG)
1393; ; ;;Cascallares (Buenos Aires - ARG)
1394; ; ;;Irene (Buenos Aires - ARG)
1395; ; ;;Aparicio - Acceso (Buenos Aires - ARG)
1396; ; ;;San Roman (Buenos Aires - ARG)
1397; ; ;;Aparicio (Buenos Aires - ARG)
1398;Avellaneda+660 ;-38876930408;62070474992;Punta Alta - Terminal (Buenos Aires - ARG)
1399; ; ;;Guisasola (Buenos Aires - ARG)
1400;Entrada+al+pueblo+por+Boulevard+-+RN34+y+Av.+San+M ;-28478003000;-63065777000;Herrera - Entrada (Santiago del Estero - ARG)
1401;Ruta+N34+entre+Bs+As+%28en+google+figura+Catamarca%29+ ;-28338125000;-63339920000;Lugones (Santiago del Estero - ARG)
1402;Entrada+al+Pueblo ;-28147890000;-63543544000;Garza - Entrada (Santiago del Estero - ARG)
1403;Franco+Bar+-+Av.+25+de+Mayo+e%2F+Sta.+Fe+y+8+de+Sept ;-27871955000;-63978615000;Forres (Santiago del Estero - ARG)
1404;Parador+Beltr%C3%A1n+-+Islas+Malvinas+68+%28sobre+R34%29 ;-27823282000;-64055208000;Beltran - Parador (Santiago del Estero - ARG)
1406; ;-32370643400;-61355886000;San Genaro (Santa Fe - ARG)
1407; ; ;;El Sosiego (Buenos Aires - ARG)
1408; ;-37799981400;-57642086100;Cobo (Buenos Aires - ARG)
1409; ; ;;Vivorata Arroyo (Buenos Aires - ARG)
1410; ; ;;Coronel Vidal (Buenos Aires - ARG)
1411; ; ;;General Piran (Buenos Aires - ARG)
1412; ; ;;Las Armas (Buenos Aires - ARG)
1413; ;-38720621100;-61285957400;Coronel Dorrego - Terminal (Buenos Aires - ARG)
1414; ;-37678464600;-59823296200;Benito Juarez - Terminal (Buenos Aires - ARG)
1415;F%C3%A9lix+San+Mart%C3%ADn+y+Olavarr%C3%ADa ;-35436326000;-58817329300;San Miguel del Monte - Terminal (Buenos Aires - ARG)
1416;Urrutia+201-299%2C+Gral.+Juan+Madariaga%2C+Provincia+de+Buenos+Aires ;-36995036025;-57137858671;General Madariaga - Terminal (Buenos Aires - ARG)
1417; ; ;;La Dulce (Buenos Aires - ARG)
1418; ; ;;Juan N.Fernandez (Buenos Aires - ARG)
1419; ; ;;San Manuel - Terminal (Buenos Aires - ARG)
1420; ; ;;Chascomus (Buenos Aires - ARG)
1421; ; ;;Castelli (Buenos Aires - ARG)
1422; ; ;;Maipu (Buenos Aires - ARG)
1423; ; ;;Ranchos (Buenos Aires - ARG)
1424; ; ;;Cachari (Buenos Aires - ARG)
1425; ;-38850950000;-60071670000;Claromeco (Buenos Aires - ARG)
1426; ;-36783800376;-59851619822;Azul - Terminal (Buenos Aires - ARG)
1427; ; ;;Bom Jesus do Amparo - BR
1428; ; ;;Curiuva - BR
1429; ; ;;Itaguara - BR
1430; ; ;;Mogi das Cruzes - BR
1431; ; ;;Peritor\xc3\xb3 - BR
1433; ; ;;Ponto Alto - BR
1434; ; ;;Sao Francisco de Paula - BR
1435; ; ;;Sao Miguel dos Campos - BR
1436; ; ;;Veran\xc3\xb3polis - BR
1437; ; ;;Boa Sorte - BR
1438; ; ;;Cristinapolis - BR
1439; ; ;;Irapuru - BR
1440; ; ;;Minacu - BR
1441; ; ;;Planaltina - BR
1442; ; ;;Vista Alegre - BR
1443; ; ;;Ava\xc3\xad - BR
1444; ; ;;Bela Vista - BR
1445; ; ;;CATUJI - BR
1446; ; ;;C\xc3\xb3rrego Fundo - BR
1447; ; ;;Guatambu - BR
1448; ; ;;Ing\xc3\xa1 - BR
1449; ; ;;Maca\xc3\xbabas - BR
1450; ; ;;Patriarca - BR
1451; ; ;;Santana do Jacare - BR
1452; ; ;;Uniflor - BR
1453; ; ;;Antonio Dos Santos - BR
1454; ; ;;Canaa dos Carajas - BR
1455; ; ;;Claudin\xc3\xa1polis - BR
1456; ; ;;Ibipora - BR
1457; ; ;;Manhumirim - BR
1458; ; ;;Pedras de Fogo - BR
1459; ; ;;Sant\xc3\xb3polis do Aguape\xc3\xad - BR
1460; ; ;;Vargem Bonita - BR
1461; ; ;;Araguari - BR
1462; ; ;;Capitao Leonidas Marques - BR
1463; ; ;;FAZENDA NOVA - BR
1464; ; ;;Governador Mangabeira - BR
1465; ; ;;Lagoa Grande - BR
1466; ; ;;Nova Friburgo - BR
1468; ; ;;PANORAMA - BR
1469; ; ;;Suzano - BR
1470; ; ;;Tres Rios - BR
1471; ; ;;Aguada Nova - BR
1472; ; ;;Argoim - BR
1473; ; ;;Carmo da Mata - BR
1474; ; ;;Espraiado - BR
1475; ; ;;Guapiara - BR
1476; ; ;;Lavras da Mangabeira - BR
1477; ; ;;Turvania - BR
1479; ; ;;Nazareno - BR
1480; ; ;;Paranatinga - BR
1481; ; ;;Santa Izabel do Oeste - BR
1482; ; ;;Severinia - BR
1483; ; ;;S\xc3\xadtio Alegre - BR
1484; ; ;;Acailandia - BR
1485; ; ;;Ananindeua - BR
1486; ; ;;Catanduva - BR
1487; ; ;;Ed\xc3\xa9ia - BR
1488; ; ;;Foz do Jordao - BR
1489; ; ;;Luziania - BR
1490; ; ;;Mundo Novo - BR
1491; ; ;;Ol\xc3\xadmpia - BR
1492; ; ;;Santa Terezinha de Goi\xc3\xa1s - BR
1493; ; ;;Senhora de Oliveira - BR
1494; ; ;;Aperib\xc3\xa9 - BR
1495; ; ;;Chor\xc3\xb3 - BR
1496; ; ;;Divin\xc3\xb3polis - BR
1498; ; ;;Gaturiana - BR
1499; ; ;;Manga - BR
1500; ; ;;Montese - BR
1501; ; ;;Pacatuba - BR
1502; ; ;;Santo Antonio do Sudoeste - BR
1503; ; ;;Sap\xc3\xa9 - BR
1504; ; ;;Tim\xc3\xb3teo - BR
1505; ; ;;Barra do Garcas - BR
1506; ; ;;Cafarnaum - BR
1507; ; ;;Itaituba - BR
1508; ; ;;Mara\xc3\xba - BR
1509; ; ;;Monda\xc3\xad - BR
1510; ; ;;Pentecoste - BR
1511; ; ;;Alto Araguaia - BR
1512; ; ;;Boa Vista - BR
1513; ; ;;Coromandel - BR
1514; ; ;;Cruz Alta - BR
1515; ; ;;Inaj\xc3\xa1 - BR
1516; ; ;;Janu\xc3\xa1ria - BR
1517; ; ;;Poco das Trincheiras - BR
1518; ; ;;Sao Joao Do Itaperiu - BR
1519; ; ;;SAO LUIS DO QUITUNDE - BR
1520; ; ;;Vila Velha - BR
1521; ; ;;DOVERLANDIA - BR
1522; ; ;;Itapua do Oeste - BR
1523; ; ;;Ita\xc3\xba de Minas - BR
1524; ; ;;Merces - BR
1525; ; ;;Muribeca - BR
1526; ; ;;Pires Ferreira - BR
1527; ; ;;Tiete - BR
1528; ; ;;Botucatu - BR
1529; ; ;;Bras\xc3\xb3polis - BR
1530; ; ;;DOM JOAQUIM - BR
1531; ; ;;Oeiras - BR
1532; ; ;;Potiragua - BR
1533; ; ;;Rio Claro - BR
1534; ; ;;Sao Mateus do Maranhao - BR
1535; ; ;;Sarandi - BR
1536; ; ;;Aracruz - BR
1537; ; ;;CARANAIBA - BR
1538; ; ;;Caravelas - BR
1539; ; ;;Fartura - BR
1540; ; ;;Jaguaribe - BR
1541; ; ;;Maraba Paulista - BR
1542; ; ;;Palmitinho - BR
1543; ; ;;Santa Ad\xc3\xa9lia - BR
1544; ; ;;Santa Cruz - BR
1545; ; ;;Sousa - BR
1547; ; ;;\xc3\x81gua Comprida - BR
1548; ; ;;Cachoeirinha - BR
1549; ; ;;Centralina - BR
1550; ; ;;Guaiuba - BR
1551; ; ;;Limeira - BR
1552; ; ;;Loanda - BR
1553; ; ;;Natal - BR
1554; ; ;;QUIJINGUE - BR
1555; ; ;;Quixeramobim - BR
1556; ; ;;Tupanatinga - BR
1557; ; ;;Atibaia - BR
1558; ; ;;Campo Grande - BR
1559; ; ;;Frutal - BR
1560; ; ;;Itarantim - BR
1561; ; ;;MATRIZ DE CAMARAGIBE - BR
1562; ; ;;Pastos Bons - BR
1563; ; ;;Rio Dourado - BR
1564; ; ;;Santo Anast\xc3\xa1cio - BR
1565; ; ;;Terra Boa - BR
1566; ; ;;Altonia - BR
1567; ; ;;Brasilandia de Minas - BR
1568; ; ;;Conselheiro Pena - BR
1569; ; ;;Ibiam - BR
1570; ; ;;Jupia - BR
1571; ; ;;Nova Xavantina - BR
1572; ; ;;Porto Uniao - BR
1573; ; ;;Sao Joao - BR
1574; ; ;;Valenca - BR
1576; ; ;;Barra - BR
1577; ; ;;Caiua - BR
1578; ; ;;Faina - BR
1579; ; ;;Ibitit\xc3\xa1 - BR
1580; ; ;;MONTALVANIA - BR
1581; ; ;;Nova Andradina - BR
1582; ; ;;Porto Belo - BR
1583; ; ;;Santa Cruz do Sul - BR
1584; ; ;;Sao Borja - BR
1585; ; ;;Trussu - BR
1586; ; ;;Alto Paran\xc3\xa1 - BR
1587; ; ;;Barroso - BR
1588; ; ;;Flecheiras - BR
1589; ; ;;Gl\xc3\xb3ria - BR
1590; ; ;;Maring\xc3\xa1 - BR
1591; ; ;;Miraporanga - BR
1592; ; ;;RIBEIRAO VERMELHO - BR
1593; ; ;;Ruy Barbosa - BR
1594; ; ;;Sao Joao da Barra - BR
1595; ; ;;Sao Martinho - BR
1596; ; ;;Vila Iracema - BR
1597; ; ;;Andir\xc3\xa1 - BR
1598; ; ;;Bernardino de Campos - BR
1599; ; ;;Cassilandia - BR
1600; ; ;;Ipir\xc3\xa1 - BR
1601; ; ;;Joaquim Murtinho - BR
1602; ; ;;Rio Novo do Sul - BR
1603; ; ;;Sao Jos\xc3\xa9 do Alegre - BR
1604; ; ;;Teotonio Vilela - BR
1605; ; ;;Cantagalo - BR
1606; ; ;;C\xc3\xa9u Azul - BR
1607; ; ;;CORGUINHO - BR
1608; ; ;;Humaita - BR
1609; ; ;;Imbuia - BR
1610; ; ;;Jussara - BR
1611; ; ;;PALESTINA - BR
1612; ; ;;Paulistana - BR
1613; ; ;;Pilar do Sul - BR
1614; ; ;;Trabiju - BR
1615; ; ;;Ubatuba - BR
1616; ; ;;Bonito - BR
1617; ; ;;Comendador Levy Gasparian - BR
1618; ; ;;Gramado - BR
1619; ; ;;Itajub\xc3\xa1 - BR
1620; ; ;;Jacobina do Piaui - BR
1621; ; ;;Jacutinga - BR
1622; ; ;;Maranguape - BR
1623; ; ;;Paraguacu - BR
1625; ; ;;Registro - BR
1626; ; ;;Baependi - BR
1627; ; ;;Manaus - BR
1628; ; ;;Quatro Ponte - BR
1629; ; ;;Santo Antonio do Amparo - BR
1630; ; ;;Belo Oriente - BR
1631; ; ;;Campos Belos - BR
1632; ; ;;Ipanema - BR
1633; ; ;;Ju\xc3\xa1 - BR
1634; ; ;;Pirassununga - BR
1635; ; ;;Riqueza - BR
1636; ; ;;Santa Teresinha - BR
1637; ; ;;Urucuca - BR
1638; ; ;;Werneck - BR
1639; ; ;;Cacaulandia - BR
1640; ; ;;Campina da Lagoa - BR
1641; ; ;;Carlos Chagas - BR
1642; ; ;;Ijuizinho - BR
1643; ; ;;Itabera - BR
1644; ; ;;Itoror\xc3\xb3 - BR
1645; ; ;;Jataizinho - BR
1646; ; ;;PIAO - BR
1647; ; ;;Poco Preto - BR
1648; ; ;;Arapiraca - BR
1649; ; ;;Barbacena - BR
1650; ; ;;Caldas Novas - BR
1651; ; ;;Cust\xc3\xb3dia - BR
1652; ; ;;Ico - BR
1653; ; ;;Lajedo - BR
1654; ; ;;Nova Era - BR
1655; ; ;;Porci\xc3\xbancula - BR
1656; ; ;;Sao Cristovao Do Sul - BR
1657; ; ;;Baturit\xc3\xa9 - BR
1658; ; ;;Fervedouro - BR
1660; ; ;;General Sampaio - BR
1661; ; ;;Marmel\xc3\xb3polis - BR
1662; ; ;;Miracema - BR
1663; ; ;;Rosana - BR
1664; ; ;;Abelardo Luz - BR
1665; ; ;;Brumadinho - BR
1666; ; ;;Corumb\xc3\xa1 - BR
1667; ; ;;Muitos Capoes - BR
1668; ; ;;Olivenca - BR
1669; ; ;;Pira\xc3\xad do Sul - BR
1670; ; ;;Presidente Bernardes - BR
1671; ; ;;Serra Branca - BR
1672; ; ;;Xique Xique - BR
1673; ; ;;Cambu\xc3\xad - BR
1674; ; ;;Irupi - BR
1675; ; ;;Itamonte - BR
1676; ; ;;Itapetinga - BR
1677; ; ;;Itupiranga - BR
1678; ; ;;Jeremoabo - BR
1679; ; ;;Ponta da Serra - BR
1680; ; ;;Sertao - BR
1681; ; ;;Tangu\xc3\xa1 - BR
1682; ; ;;Taquaritinga - BR
1683; ; ;;Albuquerque N\xc3\xa9 - BR
1684; ; ;;Alenquer - BR
1685; ; ;;Bom Jardim de Minas - BR
1686; ; ;;Bom Jesus do Oeste - BR
1687; ; ;;Colina - BR
1688; ; ;;Goias - BR
1689; ; ;;Reserva - BR
1690; ; ;;Sao Roque - BR
1691; ; ;;Varzinha - BR
1692; ; ;;Ventania - BR
1693; ; ;;Araruama - BR
1694; ; ;;Areado - BR
1695; ; ;;Baixio - BR
1696; ; ;;Bambu - BR
1697; ; ;;Entre Rios de Minas - BR
1698; ; ;;Esperanca - BR
1699; ; ;;Morro do Pilar - BR
1700; ; ;;Santa Maria da Boa Vista - BR
1701; ; ;;Santa Rita de C\xc3\xa1ssia - BR
1702; ; ;;Sao Benedito - BR
1703; ; ;;Bu\xc3\xadque - BR
1704; ; ;;Cotia - BR
1705; ; ;;Guarapuavinha - BR
1706; ; ;;Joao Monlevade - BR
1707; ; ;;Orleans - BR
1708; ; ;;Presidente Tancredo Neves - BR
1709; ; ;;SAO JOSE DA COROA GRANDE - BR
1710; ; ;;Umburanas - BR
1711; ; ;;Cangati - BR
1712; ; ;;Casca - BR
1713; ; ;;Itape - BR
1714; ; ;;Ivaipora - BR
1715; ; ;;Pecanha - BR
1716; ; ;;Pinheiro - BR
1717; ; ;;Tapirai - BR
1718; ; ;;Tres Barras - BR
1719; ; ;;Araguacu - BR
1720; ; ;;Caraguatatuba - BR
1721; ; ;;Goncalves - BR
1722; ; ;;Lagoa Vermelha - BR
1723; ; ;;NOVA INDEPENDENCIA - BR
1724; ; ;;Panambi - BR
1725; ; ;;Restinga Seca - BR
1726; ; ;;Sampaio Correia - BR
1727; ; ;;Tacaratu - BR
1728; ; ;;Tres Passos - BR
1729; ; ;;Aparecida de Goiania - BR
1730; ; ;;CANDEIAS - BR
1731; ; ;;Garibaldi - BR
1732; ; ;;Jundia\xc3\xad - BR
1733; ; ;;PACAEMBU - BR
1734; ; ;;Tau\xc3\xa1 - BR
1735; ; ;;Augustinopolis - BR
1736; ; ;;Catavento - BR
1737; ; ;;Guaruj\xc3\xa1 - BR
1738; ; ;;Maca\xc3\xadba - BR
1739; ; ;;Patos - BR
1740; ; ;;Santana da Vargem - BR
1741; ; ;;Unamar - BR
1742; ; ;;Areia Blanca - BR
1743; ; ;;Carna\xc3\xadba - BR
1744; ; ;;Guamiranga - BR
1745; ; ;;Leme - BR
1746; ; ;;Parana\xc3\xadba - BR
1747; ; ;;Santa Luzia - BR
1748; ; ;;Tupi Paulista - BR
1749; ; ;;Conceicao da Barra - BR
1750; ; ;;Curionopolis - BR
1751; ; ;;CURRALINHO - BR
1752; ; ;;Marcelino Ramos - BR
1753; ; ;;MOEMA - BR
1754; ; ;;Moitas - BR
1755; ; ;;Sao Paulo - BR
1756; ; ;;Sao Francisco - BR
1762; ; ;;C\xc3\xadcero Dantas - BR
1764; ; ;;DOIS RIACHOS - BR
1765; ; ;;Mangueirinha - BR
1766; ; ;;Monte Siao - BR
1767; ; ;;Mora\xc3\xbajo - BR
1768; ; ;;Pedro Afonso - BR
1769; ; ;;Santo Expedito - BR
1770; ; ;;Sao Vicente - BR
1771; ; ;;Sapucaia - BR
1772; ; ;;Vargem Linda - BR
1773; ; ;;Acioli - BR
1774; ; ;;AMORINOPOLIS - BR
1775; ; ;;Elesbao Veloso - BR
1776; ; ;;Forquilha - BR
1777; ; ;;Guinda - BR
1778; ; ;;Muniz Freire - BR
1779; ; ;;Patroc\xc3\xadnio Paulista - BR
1780; ; ;;Sao Jos\xc3\xa9 do Rio Preto - BR
1781; ; ;;Serra - BR
1782; ; ;;Uruacu - BR
1783; ; ;;Alta Floresta D Oeste - BR
1784; ; ;;Ariquemes - BR
1785; ; ;;Cristalina - BR
